iter	Logloss
485	0.2479980882
486	0.2478059728
487	0.2477751871
488	0.2476284366
489	0.2475798104
490	0.2474509068
491	0.2473675114
492	0.2473010908
493	0.2472864671
494	0.2472435692
495	0.2464122923
496	0.2462500782
497	0.2461582363
498	0.2459913738
499	0.245187151
500	0.2449903494
501	0.2448705383
502	0.2446849851
503	0.2444348865
504	0.2442455839
505	0.2440516494
506	0.243974354
507	0.2439232928
508	0.2438962319
509	0.2437616878
510	0.2436818735
511	0.2432102919
512	0.2431673643
513	0.2428951428
514	0.2428669515
515	0.242597175
516	0.2425735785
517	0.2425713016
518	0.2425362076
519	0.2425276774
520	0.242509305
521	0.2422688634
522	0.2420240886
523	0.2419179231
524	0.2416914884
525	0.2415686338
526	0.2414768077
527	0.2413234594
528	0.2410832063
529	0.2410693545
530	0.2408873993
531	0.2406599591
532	0.2402286212
533	0.2401951462
534	0.2401011141
535	0.2399114204
536	0.2398947238
537	0.2398797732
538	0.2397060659
539	0.239589329
540	0.2394338111
541	0.2393284632
542	0.2392746508
543	0.2391620242
544	0.2390465373
545	0.23870713
546	0.238582679
547	0.2385717908
548	0.238566141
549	0.2385373286
550	0.2384167331
551	0.2384063052
552	0.2380325864
553	0.2380316656
554	0.2379424974
555	0.2379374883
556	0.237838687
557	0.2376643646
558	0.2374208509
559	0.2372146547
560	0.237003767
561	0.2368038087
562	0.2366551846
563	0.2363659973
564	0.2360137158
565	0.2359986774
566	0.2359083831
567	0.2359021341
568	0.2352130151
569	0.2349945328
570	0.2349013326
571	0.2348758396
572	0.2346303197
573	0.2345327281
574	0.2342847209
575	0.2342749688
576	0.233815765
577	0.2337811369
578	0.2335630745
579	0.2331987969
580	0.2324192157
581	0.2324162342
582	0.2324054923
583	0.2322952746
584	0.2321954436
585	0.2321874446
586	0.2321698553
587	0.2317961488
588	0.231731688
589	0.2315552785
590	0.2314275679
591	0.2313547431
592	0.2313163442
593	0.2312596702
594	0.2309475976
595	0.2306936805
596	0.2305527256
597	0.2303797107
598	0.2302170588
599	0.2302169637
600	0.2300969965
601	0.2297931588
602	0.2297076181
603	0.2296928537
604	0.2292613866
605	0.2289617021
606	0.2288021643
607	0.2287717526
608	0.2285311023
609	0.228477741
610	0.2283308346
611	0.2280919677
612	0.2280746528
613	0.2278812747
614	0.2276962852
615	0.2275173959
616	0.2271942582
617	0.2269937019
618	0.2268778682
619	0.2266718045
620	0.2262187709
621	0.2261029527
622	0.2259606742
623	0.2258081603
624	0.2256574561
625	0.2255401912
626	0.2255400918
627	0.2255128787
628	0.2254248314
629	0.2252659843
630	0.2251260274
631	0.2250930907
632	0.2248542045
633	0.2248536296
634	0.2247622827
635	0.2246307085
636	0.2239266719
637	0.2239057378
638	0.2233958763
639	0.2233083994
640	0.223244629
641	0.2230834013
642	0.2229154221
643	0.222552512
644	0.2224892362
645	0.2224872336
646	0.2222742606
647	0.2221720495
648	0.2221060867
649	0.2220373575
650	0.2219076514
651	0.2217954712
652	0.221660374
653	0.2215986532
654	0.221491026
655	0.2214197488
656	0.221230131
657	0.2212114362
658	0.2212018109
659	0.2211976462
660	0.2207277366
661	0.2206521104
662	0.2204508869
663	0.2200027014
664	0.2198841734
665	0.2197088903
666	0.2195281478
667	0.2194425886
668	0.219322026
669	0.2191426507
670	0.2191203931
671	0.2190997128
672	0.2188076496
673	0.2185437648
674	0.2184858745
675	0.2184353849
676	0.2184051463
677	0.2182347872
678	0.2180948794
679	0.2179899813
680	0.2179363937
681	0.2179152008
682	0.2178347922
683	0.2174585334
684	0.2173397338
685	0.2171495554
686	0.2171265353
687	0.2171027322
688	0.217050729
689	0.217009355
690	0.2168687003
691	0.2168303359
692	0.2167102834
693	0.2167077686
694	0.2167022971
695	0.216623631
696	0.2165277924
697	0.2164232911
698	0.216405899
699	0.2163177369
700	0.2161953558
701	0.2160687284
702	0.2160607135
703	0.2157583037
704	0.2155699874
705	0.2154659187
706	0.215449945
707	0.215365845
708	0.2153598176
709	0.2153409212
710	0.215321957
711	0.2147247104
712	0.2146228604
713	0.2140291217
714	0.2139813888
715	0.2139766489
716	0.2139034866
717	0.2137932766
718	0.2137658723
719	0.2131793839
720	0.2130840782
721	0.2124470042
722	0.2123428835
723	0.2122800805
724	0.2121673611
725	0.212147473
726	0.2120945332
727	0.2117346308
728	0.2115762055
729	0.2114448506
730	0.2114247457
731	0.2113450209
732	0.2113093252
733	0.2112843454
734	0.2112670306
735	0.2112269309
736	0.2111898871
737	0.2111276582
738	0.2110262576
739	0.2108975351
740	0.2108852729
741	0.2107689757
742	0.2106573433
743	0.2104929232
744	0.2104394841
745	0.2103125697
746	0.2101144112
747	0.2100536641
748	0.2098822175
749	0.2097311425
750	0.2097196483
751	0.2097070508
752	0.209692303
753	0.2095893103
754	0.2095660703
755	0.2093933486
756	0.2093907141
757	0.2092044821
758	0.2091504081
759	0.2090565071
760	0.2088406887
761	0.208430165
762	0.2083955128
763	0.2083118531
764	0.2081557491
765	0.2081293406
766	0.2080031632
767	0.2079880776
768	0.2079598804
769	0.20791499
770	0.2078844185
771	0.2078537109
772	0.207478374
773	0.2073753507
774	0.2073652908
775	0.207208642
776	0.207056368
777	0.2069813706
778	0.2069477698
779	0.2068327113
780	0.2067119892
781	0.2066243285
782	0.2063047599
783	0.2061082604
784	0.2060823531
785	0.2059904399
786	0.2058632593
787	0.2056520393
788	0.2055116491
789	0.2051193969
790	0.2049506213
791	0.2047861342
792	0.2044208135
793	0.204420601
794	0.204361663
795	0.2043052725
796	0.2041279804
797	0.2036673519
798	0.2035775783
799	0.2034617528
800	0.2033882169
801	0.2033030273
802	0.2032354044
803	0.2032066947
804	0.2031151943
805	0.2030309733
806	0.2029115184
807	0.2028962844
808	0.2028933555
809	0.202890586
810	0.202763434
811	0.2027575944
812	0.2026472511
813	0.2025917415
814	0.202483874
815	0.2024836764
816	0.202337429
817	0.2022846479
818	0.2021038014
819	0.2020990714
820	0.2019891229
821	0.2015987941
822	0.2011209706
823	0.2010687274
824	0.20105601
825	0.2009519181
826	0.2008343866
827	0.2007665732
828	0.2006752916
829	0.2005719184
830	0.2004925108
831	0.2003432763
832	0.2002657906
833	0.200261626
834	0.20024101
835	0.2001871641
836	0.2001601295
837	0.2001293725
838	0.1997282028
839	0.1996931072
840	0.1995743121
841	0.1995631318
842	0.1994711801
843	0.1994323211
844	0.1993965487
845	0.1987952593
846	0.1987243223
847	0.1986904322
848	0.1985913033
849	0.1985200605
850	0.1984643872
851	0.1984337279
852	0.1982947299
853	0.1982092483
854	0.1981209653
855	0.1981160804
856	0.1980607673
857	0.1980474107
858	0.1980428511
859	0.198031428
860	0.1980313175
861	0.1980237373
862	0.1978893641
863	0.1977472201
864	0.1976183534
865	0.1975561277
866	0.1974371072
867	0.1972114661
868	0.1970698804
869	0.1970489174
870	0.1969621083
871	0.1969411056
872	0.196882732
873	0.196855578
874	0.1968334301
875	0.1968136851
876	0.1968072797
877	0.1967977104
878	0.1967225344
879	0.1966735066
880	0.1965094722
881	0.1964749913
882	0.1963354434
883	0.1963100326
884	0.1963085733
885	0.1962778802
886	0.196229061
887	0.1962119656
888	0.1961476229
889	0.1961370144
890	0.1960936849
891	0.1959825642
892	0.19591054
893	0.1958216185
894	0.1956444605
895	0.1956079124
896	0.1955470234
897	0.195446596
898	0.1953059164
899	0.1951738666
900	0.1951396358
901	0.1950647928
902	0.1949995735
903	0.1949867609
904	0.1949662259
905	0.1948883842
906	0.1947328957
907	0.1946363802
908	0.1944786631
909	0.1944354859
910	0.1944290784
911	0.1942998764
912	0.1942522264
913	0.1942220188
914	0.1941745677
915	0.1941237088
916	0.1939691146
917	0.1939606185
918	0.1938408791
919	0.1937572794
920	0.193750742
921	0.1935672193
922	0.1935667291
923	0.1935165636
924	0.1933146049
925	0.1931190657
926	0.1930978381
927	0.1930421101
928	0.1930106683
929	0.193010493
930	0.1928510112
931	0.1928034387
932	0.1926516562
933	0.1926195057
934	0.1925547204
935	0.1924915954
936	0.1924909444
937	0.1924108112
938	0.1922979191
939	0.1919500842
940	0.1918997163
941	0.1917845617
942	0.1917634075
943	0.1917502875
944	0.1916583071
945	0.1915587365
946	0.1915208435
947	0.1915109729
948	0.19129589
949	0.1912188741
950	0.1910416389
951	0.1910261797
952	0.1910153332
953	0.1909584787
954	0.1908471341
955	0.190831627
956	0.1907691328
957	0.1906318821
958	0.1905678638
959	0.1904846128
960	0.1901738154
961	0.1901604306
962	0.1900486214
963	0.1900434934
964	0.1899631022
965	0.1899549169
966	0.1898005205
967	0.1897129877
968	0.1897052091
969	0.1897048121
970	0.18969274
971	0.1896685846
972	0.1896684486
973	0.1896473569
974	0.1896227252
975	0.1895202732
976	0.1893484313
977	0.1890571009
978	0.1890068904
979	0.188995126
980	0.1888958097
981	0.1888957569
982	0.1888687892
983	0.1887942444
984	0.1887763979
985	0.1887122893
986	0.1886302209
987	0.1885279983
988	0.1884742476
989	0.1884188106
990	0.1883879635
991	0.1883692495
992	0.1883574648
993	0.1883570434
994	0.1882382308
995	0.1880058661
996	0.187981178
997	0.1879616622
998	0.1879331672
999	0.1875648647
